f_m1_other_55_64, f_m1_bicycle_tot, f_m1_carasdriv_tot, m_m2_bustot_25_34, f_m1_tot_m1_45_54, m_mt_ns_tot, m_m2_other_m2_tot, f_m1_caraspas_25_34, f_m1_carasdriv_15_24, f_m1_bus_65_74, m_m3_trn_and_2_oth_ms_55_64, m_m3_bus2othms_ex_tn_75ov, m_m3_tot_m3_35_44, m_tot_55_64, f_m1_caraspas_15_24, m_wkd_at_home_65_74, f_m1_bicycle_35_44, f_m1_carasdriv_25_34, f_m1_wlkonly_25_34, f_m1_tram_inc_lr_75ov, f_m1_taxi_75ov, f_m2_trnbus_45_54, f_m1_bus_25_34, m_m3_other_m3_tot, f_m1_mbikescoot_55_64, m_did_not_go_to_work_65_74, m_m2_tot_m2_25_34, m_m3_bus2othms_ex_tn_tot, f_m1_carasdriv_75ov, m_m2_other_m2_75ov, f_m1_tram_inc_lr_tot, f_m2_trnbus_65_74, m_m2_bustot_45_54, m_wkd_at_home_75ov, f_m1_train_65_74, f_m2_trnbus_55_64, f_m1_bicycle_25_34, m_m3_trn_and_2_oth_ms_45_54, m_tot_65_74, m_m2_bustot_75ov, f_m1_wlkonly_45_54, f_m1_mbikescoot_75ov, m_did_not_go_to_work_15_24, f_m1_ferry_15_24, f_m1_other_65_74, f_m1_mbikescoot_25_34, m_did_not_go_to_work_35_44, m_m2_other_m2_35_44, f_m2_trnbus_35_44, m_m3_other_m3_65_74, m_tot_tot, f_m1_other_15_24, f_m1_mbikescoot_65_74, m_tot_75ov, m_m3_tot_m3_25_34, f_m1_tram_inc_lr_35_44, m_m2_tot_m2_75ov, m_m3_other_m3_75ov, f_m1_bicycle_15_24, m_m3_bus2othms_ex_tn_45_54, f_m1_carasdriv_65_74, m_m3_trn_and_2_oth_ms_75ov, m_wkd_at_home_tot, f_m1_other_75ov, m_m2_tot_m2_45_54, f_m1_carasdriv_45_54, f_m1_ferry_75ov, m_m3_other_m3_25_34, f_m1_truck_35_44, m_m3_bus2othms_ex_tn_15_24, m_did_not_go_to_work_tot, m_m2_other_m2_25_34, f_m1_wlkonly_15_24, f_m1_mbikescoot_35_44, f_m1_tot_m1_35_44, m_m3_tot_m3_tot, m_m2_bustot_tot, f_m1_tram_inc_lr_65_74, f_m1_other_25_34, m_m3_other_m3_45_54, f_m1_taxi_15_24, f_m1_truck_15_24, sa2_name16, m_mt_ns_25_34, m_m3_bus2othms_ex_tn_55_64, f_m1_bicycle_75ov, m_wkd_at_home_35_44, f_m1_truck_tot, m_tot_15_24, m_wkd_at_home_55_64, m_m2_tot_m2_35_44, m_m3_tot_m3_15_24, f_m1_truck_25_34, m_m3_other_m3_55_64, f_m1_other_45_54, f_m1_ferry_tot, m_wkd_at_home_15_24, m_did_not_go_to_work_25_34, m_m3_bus2othms_ex_tn_65_74, m_mt_ns_35_44, f_m1_caraspas_35_44, f_m1_taxi_55_64, m_m2_tot_m2_55_64, f_m1_tot_m1_65_74, f_m1_other_35_44, f_m1_bicycle_65_74, f_m1_ferry_65_74, f_m1_wlkonly_75ov, m_m2_other_m2_15_24, m_m2_tot_m2_15_24, f_m1_bus_45_54, f_m1_tram_inc_lr_55_64, m_did_not_go_to_work_75ov, m_mt_ns_75ov, f_m1_taxi_25_34, f_m1_bicycle_55_64, f_m1_caraspas_tot, f_m1_ferry_45_54, f_m1_train_45_54, f_m1_carasdriv_35_44, f_m1_train_75ov, f_m2_trnbus_15_24, f_m1_carasdriv_55_64, m_m2_bustot_35_44, f_m1_tram_inc_lr_25_34, f_m1_taxi_tot, m_tot_25_34, m_m3_tot_m3_75ov, f_m1_taxi_35_44, m_m3_other_m3_35_44, f_m1_tot_m1_tot, f_m1_truck_65_74, f_m1_bicycle_45_54, f_m1_tram_inc_lr_15_24, m_wkd_at_home_25_34, f_m1_train_25_34, f_m1_bus_35_44, f_m1_train_15_24, f_m1_other_tot, f_m1_bus_55_64, f_m2_trnbus_tot, m_m3_tot_m3_65_74, f_m1_caraspas_75ov, m_mt_ns_55_64, f_m1_truck_45_54, f_m2_trnbus_75ov, m_m2_tot_m2_tot, f_m1_taxi_65_74, f_m1_ferry_35_44, f_m1_caraspas_65_74, f_m1_tot_m1_55_64, f_m1_tot_m1_25_34, f_m1_mbikescoot_45_54, m_did_not_go_to_work_55_64, m_m2_bustot_55_64, m_m3_trn_and_2_oth_ms_15_24, m_mt_ns_45_54, f_m1_train_tot, m_m2_other_m2_55_64, f_m1_tram_inc_lr_45_54, m_m3_tot_m3_45_54, f_m1_bus_tot, f_m1_wlkonly_tot, m_tot_45_54, f_m1_bus_75ov, f_m1_wlkonly_55_64, f_m1_train_35_44, f_m1_wlkonly_65_74, m_m2_bustot_15_24, sa2_main16, m_m3_bus2othms_ex_tn_35_44, f_m1_truck_55_64, m_m2_other_m2_65_74, m_m3_trn_and_2_oth_ms_25_34, m_m3_trn_and_2_oth_ms_tot, m_m3_other_m3_15_24, f_m1_tot_m1_75ov, f_m1_caraspas_55_64, m_did_not_go_to_work_45_54, m_m2_other_m2_45_54, f_m1_wlkonly_35_44, m_m2_tot_m2_65_74, m_mt_ns_15_24, f_m1_tot_m1_15_24, f_m1_taxi_45_54, f_m1_caraspas_45_54, f_m2_trnbus_25_34, f_m1_bus_15_24, m_m3_trn_and_2_oth_ms_35_44, m_mt_ns_65_74, f_m1_train_55_64, m_m3_tot_m3_55_64, m_tot_35_44, m_m3_bus2othms_ex_tn_25_34, m_m2_bustot_65_74, f_m1_ferry_55_64, m_m3_trn_and_2_oth_ms_65_74, f_m1_ferry_25_34, f_m1_truck_75ov, f_m1_mbikescoot_15_24, f_m1_mbikescoot_tot, m_wkd_at_home_45_54
0,0,215,0,43,0,3,0,37,0,0,0,0,52,6,0,0,76,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,0,0,0,3,0,0,0,347,0,0,3,0,0,0,0,0,0,3,0,3,0,0,41,0,0,0,0,17,0,0,0,39,0,0,0,0,0,0,0,"Mount Coot-tha",0,0,0,0,0,51,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,0,0,8,0,0,39,0,0,18,0,0,0,84,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,78,0,3,0,0,0,3,0,0,0,4,0,84,0,0,0,0,0,"304041102",0,0,0,0,0,0,0,0,4,0,0,0,0,44,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
0,3,774,0,241,9,11,14,124,0,0,0,0,206,40,36,0,111,0,0,0,0,9,0,0,12,3,0,0,0,0,0,0,6,0,0,0,0,83,0,22,0,33,0,0,0,9,3,0,0,1113,0,0,16,0,0,0,0,0,0,29,0,222,0,0,199,0,0,0,0,94,0,21,0,191,3,0,0,0,0,0,0,"The Gap",0,0,0,40,0,216,64,3,3,0,0,3,0,9,10,0,0,3,0,3,31,0,0,0,0,4,5,3,0,0,0,0,0,79,0,0,176,0,0,129,0,0,0,174,0,0,0,967,0,3,0,7,0,3,5,9,0,0,0,0,0,0,0,16,0,0,0,156,137,0,10,0,0,3,7,3,0,0,30,65,238,0,8,0,0,0,"304041103",0,0,0,0,3,0,3,11,12,0,4,0,0,204,0,13,0,18,0,0,0,0,193,0,0,0,0,0,0,0,3,61
0,0,143,0,69,8,4,0,11,0,0,0,0,37,4,0,0,33,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0,12,0,10,0,57,0,0,0,0,0,0,0,"Yarrabah",6,0,0,0,0,23,0,0,0,0,0,0,0,0,6,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,37,0,0,15,0,0,0,60,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26,49,0,0,0,0,0,0,0,0,0,4,39,42,0,3,0,0,0,"306031163",0,0,0,0,0,0,0,6,3,3,10,0,7,27,0,14,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
0,16,1423,0,366,34,78,23,211,0,0,0,0,497,24,3,3,366,23,0,0,3,4,4,0,16,31,0,0,0,0,0,0,4,0,0,10,0,88,0,5,0,65,0,0,4,60,13,0,0,6074,5,0,5,3,0,0,0,5,0,28,0,61,0,14,324,0,3,0,0,364,27,54,0,342,9,3,0,3,0,0,0,"Enoggera",9,0,0,12,3,1475,15,23,6,0,0,0,0,6,121,0,6,13,0,8,28,4,0,0,0,22,27,0,0,0,4,0,0,88,0,4,311,0,0,187,0,0,0,2115,0,0,0,1685,0,0,0,10,3,0,12,11,3,7,0,0,4,3,0,105,0,0,0,205,430,0,44,0,3,3,16,3,0,0,14,104,825,0,6,0,0,0,"304041098",0,0,0,0,3,0,0,4,50,13,6,0,10,321,0,20,0,5,0,0,0,0,1063,0,0,0,0,0,0,0,8,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Enoggera Reservoir",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"304041099",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,1286,0,314,8,8,17,282,0,0,0,0,138,67,12,4,237,8,0,0,0,10,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,42,0,13,0,74,0,0,0,13,0,0,0,1157,0,0,0,0,0,0,0,0,0,31,0,74,0,0,281,0,0,0,0,131,0,29,0,291,3,4,0,0,0,0,0,"Mitchelton",3,0,0,15,0,336,8,3,3,0,0,0,0,4,17,0,0,15,0,3,42,0,0,0,0,7,9,0,0,0,0,0,0,128,0,3,250,0,3,203,0,0,3,240,0,0,0,1579,0,0,0,16,9,4,17,3,0,11,0,0,0,0,0,25,0,0,7,231,285,0,15,0,0,0,36,0,0,0,29,83,195,0,12,3,3,5,"304041101",0,0,0,0,3,0,7,14,9,0,9,0,0,410,0,10,5,12,0,0,4,0,206,0,0,0,0,0,0,3,3,25
0,4,710,0,255,27,11,5,55,0,0,0,0,235,16,21,0,107,7,0,0,0,0,0,0,5,3,0,0,0,0,0,0,12,0,0,0,0,73,0,20,0,10,0,0,0,11,3,0,0,1150,0,0,24,0,0,0,0,0,0,22,0,90,0,0,214,0,0,0,0,77,3,16,0,207,0,0,0,0,0,0,0,"Daintree",9,0,0,9,0,144,28,3,0,0,0,3,0,0,8,0,3,9,0,3,30,0,0,0,6,0,0,0,0,3,0,0,0,54,0,0,182,0,0,130,0,0,0,191,0,0,0,867,0,3,0,0,0,0,0,6,0,0,0,0,4,0,0,10,0,0,3,154,125,0,14,0,0,3,0,3,0,0,0,91,282,0,20,0,8,0,"306041164",0,0,0,0,0,0,5,3,23,0,15,0,3,93,0,14,0,0,0,4,0,0,203,0,0,0,0,0,0,0,0,20
3,100,903,0,281,20,9,31,75,0,0,0,0,308,26,20,18,197,50,0,0,0,0,0,0,7,3,0,0,0,0,0,0,3,0,0,45,0,95,0,21,0,32,0,3,4,13,0,0,0,1654,0,0,16,0,0,0,0,24,0,37,0,85,0,3,226,0,0,0,0,135,3,36,0,252,0,0,0,0,0,3,0,"Port Douglas",3,0,0,10,0,190,24,0,0,0,0,0,0,0,32,0,13,21,0,0,47,0,0,0,0,0,0,3,0,0,0,0,5,119,0,0,202,0,0,161,0,0,0,366,0,0,0,1308,0,5,0,5,0,4,0,10,0,0,0,3,0,0,0,9,0,0,3,205,344,3,24,0,0,5,0,0,0,0,21,138,359,0,13,0,0,0,"306041165",0,0,0,0,0,0,4,23,23,3,12,0,3,168,0,20,0,6,0,0,0,0,325,0,0,0,0,0,0,0,8,22
0,3,519,0,158,0,6,3,48,0,0,0,0,95,5,0,0,101,3,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,30,0,7,0,9,0,3,0,6,0,3,0,570,0,0,5,0,0,0,0,0,0,15,0,55,0,3,132,0,0,0,0,61,0,3,0,158,3,0,0,0,0,0,0,"Upper Kedron - Ferny Grove",0,0,0,14,0,66,12,0,0,0,0,0,0,3,8,0,0,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,144,0,0,81,0,0,0,100,0,0,0,592,0,0,0,5,7,0,3,3,0,5,0,0,0,0,0,7,0,0,0,84,112,4,9,0,0,0,16,0,0,0,3,20,138,0,4,5,3,0,"304041104",0,0,0,0,0,0,0,5,12,3,3,0,0,65,0,5,0,0,0,0,0,0,143,0,0,0,0,0,0,0,4,21
3,11,1834,0,531,36,11,30,213,0,0,0,0,458,84,24,3,311,14,0,0,0,13,0,0,18,7,0,3,0,0,0,0,3,0,0,3,0,140,0,18,0,35,0,0,0,21,3,0,0,2342,3,0,32,0,0,0,0,0,0,61,0,114,0,0,466,0,0,0,0,170,3,8,0,445,0,3,0,0,0,0,0,"Atherton",3,0,0,15,3,419,36,3,0,0,0,7,0,0,28,0,4,19,0,0,71,3,0,0,0,3,3,0,0,3,5,3,0,202,0,0,414,0,0,368,0,0,3,414,0,0,0,2175,0,7,0,4,0,0,0,15,0,0,0,0,4,0,0,13,0,0,11,419,366,0,41,0,0,7,0,0,0,0,32,74,476,0,21,0,4,0,"306051166",0,3,0,0,0,0,8,24,29,0,8,0,9,335,0,28,0,20,0,4,0,0,398,0,0,0,0,0,0,0,4,23
0,0,450,0,149,3,3,3,22,0,0,0,0,153,10,17,0,55,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,0,69,0,17,0,7,0,0,0,3,0,0,0,664,0,0,13,0,0,0,0,0,0,24,0,91,0,3,126,0,0,0,0,40,0,6,0,88,0,0,0,0,0,0,0,"Herberton",0,0,0,6,0,63,25,0,0,0,0,0,0,8,4,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,27,0,0,83,0,0,148,0,0,0,97,0,0,0,537,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,163,60,0,11,0,0,0,0,0,0,0,0,50,161,0,8,0,3,0,"306051167",0,0,0,0,0,0,6,3,14,3,5,0,0,38,0,8,0,0,0,0,0,0,103,0,0,0,0,0,0,0,4,14
13,692,9342,387,8583,387,545,1348,770,182,56,0,171,7003,535,45,217,2118,1281,0,0,138,4619,23,10,144,1601,99,6,0,12,13,274,12,160,106,249,76,1213,0,292,0,615,106,0,65,926,160,163,0,60463,22,0,134,148,0,7,0,66,21,130,0,1031,0,1705,2367,0,4,0,17,3956,127,496,56,11214,569,1378,0,58,6,16,0,"Brisbane City",88,3,0,331,0,6053,154,2057,80,0,3,43,778,28,922,3,84,938,9,827,568,38,0,9,0,33,655,2421,0,19,13,47,39,4019,144,2346,3046,0,149,902,414,3,140,16022,0,32,9,44886,0,116,0,178,3889,3049,1837,174,1355,779,6,3,44,0,0,6972,5,166,56,4112,13971,59,599,127,67,67,12588,68,3,100,14179,2777,13242,6,150,3147,28,154,"305011105",32,0,7,113,447,0,23,370,731,153,526,121,68,6413,30,768,203,2553,131,19,1204,61,16804,27,23,62,4,296,0,14,201,285
3,99,3834,35,1376,70,102,217,491,12,4,0,28,1317,137,6,31,1153,335,0,0,34,270,13,3,31,266,22,5,0,0,0,24,0,10,13,34,22,244,0,61,0,163,3,0,22,169,34,38,0,12116,3,0,23,37,0,0,0,12,4,58,0,181,0,229,787,0,4,0,3,798,32,140,10,1748,126,117,0,3,3,7,0,"Fortitude Valley",18,3,0,55,0,1529,21,287,20,0,0,10,28,7,212,0,12,129,0,122,99,9,0,0,0,10,153,108,0,0,3,10,4,675,3,268,1007,3,40,345,30,0,23,3441,0,0,0,7739,0,19,0,41,520,133,247,34,69,195,3,0,7,0,0,1073,0,7,9,673,2581,6,109,6,18,10,1540,11,0,28,789,657,2356,0,26,341,7,17,"305011106",3,0,0,30,90,0,6,76,119,18,91,17,12,1244,3,108,63,197,24,3,149,12,3208,3,3,3,3,16,0,6,48,45
0,3,119,0,46,0,3,0,9,0,0,0,0,42,4,12,0,25,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,24,0,3,0,0,0,0,0,5,0,0,0,269,0,0,3,0,0,0,0,0,0,4,0,72,0,0,33,0,0,0,0,24,0,8,0,37,0,0,0,0,0,0,0,"Highgate Hill",0,0,0,10,0,27,7,0,0,0,0,3,0,6,8,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,29,0,0,20,0,0,0,56,0,0,0,178,0,0,0,11,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,28,37,0,3,0,0,0,6,0,0,0,19,28,60,0,3,0,0,0,"305011107",0,0,0,0,0,0,0,0,3,0,3,0,0,21,0,0,0,0,0,0,4,0,52,0,0,0,0,0,0,0,0,24
7,3,499,0,185,28,35,17,56,0,0,0,13,358,19,28,0,110,24,0,0,0,7,12,0,6,6,14,3,0,0,0,0,17,0,0,0,3,86,0,21,0,18,0,0,0,67,10,0,0,2389,0,0,30,12,0,0,0,0,5,19,0,193,0,16,134,0,4,0,0,267,5,23,0,157,36,7,0,3,0,0,0,"Miles - Wandoan",0,0,0,31,0,193,45,11,0,0,7,4,0,9,70,0,5,12,0,6,32,6,0,0,3,0,0,8,0,4,0,0,0,71,0,0,115,0,0,60,3,0,0,590,0,0,3,752,0,0,0,17,0,5,0,22,3,0,0,0,9,0,0,46,0,0,0,99,164,0,32,3,0,11,0,3,0,11,25,126,563,0,28,0,5,0,"307011175",6,0,3,3,10,0,4,6,68,9,21,3,5,100,0,15,0,3,0,0,0,8,565,4,0,0,0,0,0,0,5,42
0,9,2143,0,557,39,15,36,332,0,0,0,0,311,97,9,0,511,18,0,0,0,0,0,0,6,3,0,4,0,0,0,0,4,0,0,3,0,95,0,28,0,61,0,0,0,22,3,0,0,2408,0,0,14,0,0,0,0,3,0,42,0,62,0,0,492,0,0,0,0,178,3,19,0,578,0,3,0,3,0,3,0,"Emerald",4,0,0,11,0,483,17,4,0,0,0,0,0,5,47,0,5,27,0,0,48,0,0,0,0,3,3,3,0,0,0,0,0,197,0,0,531,0,0,238,3,0,9,581,0,3,0,2487,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,17,0,0,0,283,569,0,15,0,0,9,0,0,0,0,10,107,465,0,25,0,3,0,"308011192",0,0,0,0,0,0,4,16,22,0,18,0,12,451,3,25,0,0,0,3,0,0,457,0,0,0,0,0,0,0,0,15
3,208,7167,44,2707,88,101,237,667,38,8,0,32,1462,125,10,54,1812,238,0,0,32,559,14,3,40,189,21,4,0,0,3,30,3,26,18,78,11,270,0,79,0,200,15,3,9,194,25,26,0,11539,3,0,24,31,0,0,0,22,4,114,0,132,0,154,1739,0,7,0,0,984,33,132,10,2836,119,170,0,13,4,11,0,"South Brisbane",23,0,0,25,0,1443,26,212,15,0,0,12,52,5,224,0,15,150,3,105,201,20,3,0,0,15,108,373,0,7,4,5,13,808,4,275,1884,0,23,942,46,0,29,2989,0,5,0,12213,0,41,0,31,376,343,208,53,245,164,0,0,10,0,0,784,0,3,14,1552,3351,10,145,13,15,9,1310,14,0,22,1936,612,2418,3,52,257,8,37,"305011110",11,0,0,20,84,0,10,118,184,17,100,16,23,1549,9,157,51,370,25,3,162,12,2918,4,3,7,0,19,0,3,44,32
3,3,961,0,249,26,15,15,138,0,0,0,0,335,45,40,0,216,13,0,0,0,0,3,0,15,3,0,0,0,0,0,4,12,0,0,0,0,135,0,7,0,43,0,0,0,70,3,0,0,2295,0,0,28,3,0,0,0,0,0,20,0,161,0,4,224,0,0,0,0,285,4,21,0,262,5,8,0,3,0,0,0,"Chinchilla",3,0,0,18,0,307,38,5,0,0,0,3,0,7,67,0,0,5,0,3,25,9,0,0,0,0,3,0,0,0,4,0,0,95,0,0,237,0,0,127,3,0,3,506,0,0,0,1158,0,0,0,13,0,0,0,17,0,0,0,0,0,0,0,24,0,0,0,161,253,0,42,0,0,3,0,3,0,0,7,63,483,0,11,0,3,0,"307011172",0,0,0,0,4,0,0,19,54,0,10,0,9,208,0,12,0,3,0,3,0,0,501,0,0,0,0,0,0,0,3,36
6,12,1072,0,285,24,5,7,140,0,0,0,0,262,37,18,3,242,14,0,0,0,0,0,0,5,0,0,3,0,0,0,0,11,0,0,3,0,84,0,15,0,24,0,0,0,9,0,0,0,1479,0,0,26,0,0,0,0,0,0,23,0,80,0,3,258,0,0,0,0,94,0,20,0,269,0,0,0,5,0,0,0,"Goondiwindi",3,0,0,5,0,224,23,0,0,0,0,0,0,0,13,0,3,8,0,0,28,0,0,0,0,3,3,0,0,3,0,3,7,74,0,0,255,0,0,149,0,0,7,281,0,3,0,1254,0,0,0,5,0,0,0,7,0,0,0,0,4,0,0,11,0,0,0,184,272,0,21,0,0,9,0,0,0,0,3,69,315,0,13,0,4,0,"307011173",0,0,0,0,0,0,4,10,14,3,6,0,7,204,0,9,0,3,0,3,0,0,283,0,0,0,0,0,0,0,0,17
3,0,373,0,127,11,10,12,28,0,0,0,0,244,11,34,0,75,15,0,0,0,0,3,0,0,0,0,4,0,0,0,0,20,0,0,0,0,88,0,11,0,10,0,0,0,6,0,0,0,1029,0,0,30,0,0,0,0,0,0,13,0,207,0,4,112,0,0,0,0,56,0,8,0,96,3,0,0,0,0,0,0,"Inglewood - Waggamba",0,0,0,31,0,102,53,4,0,0,0,0,0,11,8,0,6,0,0,3,23,3,0,0,0,0,0,0,0,0,0,0,0,31,0,0,75,0,0,66,0,0,0,176,0,0,0,484,0,0,0,14,0,0,0,4,0,0,0,0,0,0,0,11,0,0,4,90,99,0,15,0,0,7,0,3,0,0,3,62,236,0,19,0,3,0,"307011174",0,0,0,0,0,0,10,7,11,4,11,0,0,44,0,3,0,0,0,0,0,3,157,0,0,0,0,0,0,0,0,46
0,23,746,0,191,11,7,12,120,0,0,0,0,171,27,27,3,166,18,0,0,0,28,7,0,10,0,3,4,0,0,0,0,11,0,0,8,0,64,0,6,0,48,4,3,3,14,3,3,0,1264,3,0,19,3,0,0,0,7,0,28,0,100,0,0,150,0,0,0,0,109,0,15,6,203,10,10,0,3,0,4,0,"Kangaroo Point",3,0,0,10,0,245,29,3,4,0,0,0,10,3,24,0,0,9,0,4,42,3,0,0,0,0,13,8,0,0,0,0,3,73,0,5,155,0,4,119,0,0,8,325,0,3,0,1049,0,5,0,10,0,15,4,11,10,8,0,0,5,0,0,27,0,6,4,159,235,0,8,0,0,0,19,0,0,0,87,71,217,0,13,3,6,8,"305011108",0,0,0,3,3,0,4,9,8,0,6,3,0,220,0,9,3,34,0,0,6,0,224,0,0,0,0,0,0,0,5,12
5,20,503,0,170,22,8,8,63,0,0,0,0,246,11,32,6,115,27,0,0,0,0,3,0,11,0,0,4,0,0,0,0,17,0,0,3,0,100,0,43,0,3,0,0,0,9,0,0,0,1202,0,0,33,0,0,0,0,0,0,25,0,241,0,3,110,0,0,0,0,63,0,26,0,159,3,0,0,4,0,0,3,"Barcaldine - Blackall",0,0,0,37,7,159,49,0,0,0,0,5,0,16,11,0,3,7,0,0,33,3,0,0,0,0,0,0,0,0,0,0,9,52,0,0,108,0,0,90,0,0,0,211,0,0,0,778,0,3,0,35,0,0,0,18,0,0,0,0,3,0,0,8,0,0,0,145,160,0,20,0,0,3,0,0,0,0,0,177,253,0,30,0,12,0,"315031408",0,0,0,0,0,0,8,4,13,3,34,0,3,107,0,14,0,0,0,0,0,0,200,0,0,0,0,0,0,0,3,53
0,11,563,0,176,15,10,16,75,0,0,0,0,207,33,26,0,112,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,3,0,55,0,22,0,9,0,0,0,5,3,0,0,978,0,0,18,0,0,0,0,0,0,16,0,135,0,0,141,0,0,0,0,47,0,13,0,142,0,3,0,0,0,0,0,"Charleville",3,0,0,27,0,132,28,3,0,0,0,3,0,0,9,0,3,13,0,3,23,0,0,0,0,0,3,0,0,0,0,0,7,78,0,0,111,0,0,111,0,0,0,178,0,0,0,755,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,142,153,3,12,0,0,0,0,0,0,0,0,89,197,0,16,0,3,0,"315031409",0,0,0,0,0,0,0,7,8,0,14,0,0,122,0,10,0,0,0,0,0,0,185,0,0,0,0,0,0,0,11,33
3,20,1108,3,269,11,16,24,182,3,0,0,0,189,30,26,3,305,58,0,0,3,48,0,0,14,24,3,3,0,0,0,0,6,0,3,8,3,77,0,20,0,39,6,0,0,20,5,5,0,1771,0,0,19,3,0,0,0,3,0,43,0,179,0,6,214,0,0,0,0,127,8,31,0,285,16,12,0,6,0,0,0,"New Farm",0,0,0,39,0,296,31,20,7,0,0,0,23,3,27,0,3,11,0,4,51,0,0,0,0,0,14,8,0,0,0,0,0,94,0,9,219,0,15,144,0,0,3,507,0,0,0,1598,0,9,0,28,13,15,14,10,14,47,0,0,4,0,0,72,0,3,3,201,479,0,14,0,4,3,45,0,0,4,131,146,315,0,10,4,9,3,"305011109",0,0,0,3,12,0,3,17,20,0,21,0,3,308,0,13,19,34,0,0,3,0,366,0,0,0,0,6,0,4,4,47
3,11,1388,0,360,27,26,24,193,0,0,0,7,302,44,7,3,361,42,0,0,0,0,3,0,10,5,3,4,0,0,0,0,3,0,0,3,0,70,0,19,0,41,0,3,0,55,7,0,0,2176,0,0,8,0,0,0,0,3,3,26,0,58,0,5,304,0,0,0,0,231,5,23,0,369,12,0,0,3,0,0,0,"Roma",5,0,0,14,0,329,15,4,0,0,0,6,0,0,52,0,3,24,0,3,43,3,0,0,0,7,6,4,0,3,0,0,0,134,0,0,317,0,0,185,0,0,3,561,0,0,0,1709,0,3,0,5,0,0,0,16,0,0,0,0,5,0,0,30,0,0,6,232,431,0,29,0,0,7,3,0,0,3,5,133,443,0,22,3,5,0,"307011176",0,0,0,0,3,0,8,14,48,3,19,0,3,270,0,20,0,0,3,0,0,0,464,0,0,0,0,0,0,0,4,17
0,8,1410,0,379,26,23,24,233,0,0,0,5,368,53,3,3,279,17,0,0,0,14,3,0,4,36,0,0,0,0,0,0,0,0,0,4,3,95,0,11,0,58,0,0,0,49,4,0,0,3233,0,0,13,7,0,0,0,0,0,59,0,33,0,15,327,0,0,0,0,214,8,14,0,344,19,3,0,0,0,0,0,"Albion",15,0,0,5,0,495,8,19,4,0,0,0,3,0,43,0,3,5,0,3,66,0,0,0,0,3,14,3,0,0,0,3,0,117,0,17,308,0,6,193,0,0,7,874,0,0,0,1738,0,0,0,0,30,8,24,3,0,8,0,0,3,0,0,87,0,0,3,223,372,0,34,0,4,3,101,0,0,3,39,57,611,0,3,18,0,4,"305031119",0,0,0,7,16,0,7,13,34,6,4,3,3,343,0,14,0,12,3,0,14,0,777,0,0,0,0,0,0,0,0,10
