f_m1_other_55_64, f_m1_bicycle_tot, f_m1_carasdriv_tot, m_m2_bustot_25_34, f_m1_tot_m1_45_54, m_mt_ns_tot, m_m2_other_m2_tot, f_m1_caraspas_25_34, f_m1_carasdriv_15_24, f_m1_bus_65_74, m_m3_trn_and_2_oth_ms_55_64, m_m3_bus2othms_ex_tn_75ov, m_m3_tot_m3_35_44, m_tot_55_64, f_m1_caraspas_15_24, m_wkd_at_home_65_74, f_m1_bicycle_35_44, f_m1_carasdriv_25_34, f_m1_wlkonly_25_34, f_m1_tram_inc_lr_75ov, f_m1_taxi_75ov, f_m2_trnbus_45_54, f_m1_bus_25_34, m_m3_other_m3_tot, f_m1_mbikescoot_55_64, m_did_not_go_to_work_65_74, m_m2_tot_m2_25_34, m_m3_bus2othms_ex_tn_tot, f_m1_carasdriv_75ov, m_m2_other_m2_75ov, f_m1_tram_inc_lr_tot, f_m2_trnbus_65_74, m_m2_bustot_45_54, m_wkd_at_home_75ov, f_m1_train_65_74, f_m2_trnbus_55_64, f_m1_bicycle_25_34, m_m3_trn_and_2_oth_ms_45_54, m_tot_65_74, m_m2_bustot_75ov, f_m1_wlkonly_45_54, f_m1_mbikescoot_75ov, m_did_not_go_to_work_15_24, f_m1_ferry_15_24, f_m1_other_65_74, f_m1_mbikescoot_25_34, m_did_not_go_to_work_35_44, m_m2_other_m2_35_44, f_m2_trnbus_35_44, m_m3_other_m3_65_74, m_tot_tot, f_m1_other_15_24, f_m1_mbikescoot_65_74, m_tot_75ov, m_m3_tot_m3_25_34, f_m1_tram_inc_lr_35_44, m_m2_tot_m2_75ov, m_m3_other_m3_75ov, f_m1_bicycle_15_24, m_m3_bus2othms_ex_tn_45_54, f_m1_carasdriv_65_74, m_m3_trn_and_2_oth_ms_75ov, m_wkd_at_home_tot, f_m1_other_75ov, m_m2_tot_m2_45_54, f_m1_carasdriv_45_54, f_m1_ferry_75ov, m_m3_other_m3_25_34, f_m1_truck_35_44, m_m3_bus2othms_ex_tn_15_24, m_did_not_go_to_work_tot, m_m2_other_m2_25_34, f_m1_wlkonly_15_24, f_m1_mbikescoot_35_44, f_m1_tot_m1_35_44, m_m3_tot_m3_tot, m_m2_bustot_tot, f_m1_tram_inc_lr_65_74, f_m1_other_25_34, m_m3_other_m3_45_54, f_m1_taxi_15_24, f_m1_truck_15_24, sa2_name16, m_mt_ns_25_34, m_m3_bus2othms_ex_tn_55_64, f_m1_bicycle_75ov, m_wkd_at_home_35_44, f_m1_truck_tot, m_tot_15_24, m_wkd_at_home_55_64, m_m2_tot_m2_35_44, m_m3_tot_m3_15_24, f_m1_truck_25_34, m_m3_other_m3_55_64, f_m1_other_45_54, f_m1_ferry_tot, m_wkd_at_home_15_24, m_did_not_go_to_work_25_34, m_m3_bus2othms_ex_tn_65_74, m_mt_ns_35_44, f_m1_caraspas_35_44, f_m1_taxi_55_64, m_m2_tot_m2_55_64, f_m1_tot_m1_65_74, f_m1_other_35_44, f_m1_bicycle_65_74, f_m1_ferry_65_74, f_m1_wlkonly_75ov, m_m2_other_m2_15_24, m_m2_tot_m2_15_24, f_m1_bus_45_54, f_m1_tram_inc_lr_55_64, m_did_not_go_to_work_75ov, m_mt_ns_75ov, f_m1_taxi_25_34, f_m1_bicycle_55_64, f_m1_caraspas_tot, f_m1_ferry_45_54, f_m1_train_45_54, f_m1_carasdriv_35_44, f_m1_train_75ov, f_m2_trnbus_15_24, f_m1_carasdriv_55_64, m_m2_bustot_35_44, f_m1_tram_inc_lr_25_34, f_m1_taxi_tot, m_tot_25_34, m_m3_tot_m3_75ov, f_m1_taxi_35_44, m_m3_other_m3_35_44, f_m1_tot_m1_tot, f_m1_truck_65_74, f_m1_bicycle_45_54, f_m1_tram_inc_lr_15_24, m_wkd_at_home_25_34, f_m1_train_25_34, f_m1_bus_35_44, f_m1_train_15_24, f_m1_other_tot, f_m1_bus_55_64, f_m2_trnbus_tot, m_m3_tot_m3_65_74, f_m1_caraspas_75ov, m_mt_ns_55_64, f_m1_truck_45_54, f_m2_trnbus_75ov, m_m2_tot_m2_tot, f_m1_taxi_65_74, f_m1_ferry_35_44, f_m1_caraspas_65_74, f_m1_tot_m1_55_64, f_m1_tot_m1_25_34, f_m1_mbikescoot_45_54, m_did_not_go_to_work_55_64, m_m2_bustot_55_64, m_m3_trn_and_2_oth_ms_15_24, m_mt_ns_45_54, f_m1_train_tot, m_m2_other_m2_55_64, f_m1_tram_inc_lr_45_54, m_m3_tot_m3_45_54, f_m1_bus_tot, f_m1_wlkonly_tot, m_tot_45_54, f_m1_bus_75ov, f_m1_wlkonly_55_64, f_m1_train_35_44, f_m1_wlkonly_65_74, m_m2_bustot_15_24, sa2_main16, m_m3_bus2othms_ex_tn_35_44, f_m1_truck_55_64, m_m2_other_m2_65_74, m_m3_trn_and_2_oth_ms_25_34, m_m3_trn_and_2_oth_ms_tot, m_m3_other_m3_15_24, f_m1_tot_m1_75ov, f_m1_caraspas_55_64, m_did_not_go_to_work_45_54, m_m2_other_m2_45_54, f_m1_wlkonly_35_44, m_m2_tot_m2_65_74, m_mt_ns_15_24, f_m1_tot_m1_15_24, f_m1_taxi_45_54, f_m1_caraspas_45_54, f_m2_trnbus_25_34, f_m1_bus_15_24, m_m3_trn_and_2_oth_ms_35_44, m_mt_ns_65_74, f_m1_train_55_64, m_m3_tot_m3_55_64, m_tot_35_44, m_m3_bus2othms_ex_tn_25_34, m_m2_bustot_65_74, f_m1_ferry_55_64, m_m3_trn_and_2_oth_ms_65_74, f_m1_ferry_25_34, f_m1_truck_75ov, f_m1_mbikescoot_15_24, f_m1_mbikescoot_tot, m_wkd_at_home_45_54
0,0,870,0,247,10,3,5,96,0,0,0,0,202,35,18,0,155,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,4,0,0,0,0,75,0,4,0,25,0,0,0,13,0,0,0,1073,0,0,10,0,0,0,0,0,0,23,0,80,0,3,231,0,0,0,0,83,0,8,0,213,0,3,0,0,0,0,0,"Clifton Springs",0,0,0,10,0,170,29,0,0,0,0,0,0,0,5,0,0,0,0,0,24,0,0,0,0,3,6,0,0,0,0,0,0,55,0,0,205,0,0,163,0,0,0,197,0,0,0,958,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,173,165,0,24,0,0,0,0,0,0,0,6,25,213,0,4,0,0,3,"203031048",0,0,0,0,0,0,3,4,4,3,5,0,0,140,0,4,0,7,0,0,0,0,201,0,0,0,0,0,0,0,0,12
4,0,521,0,172,4,7,0,45,0,0,0,0,193,11,19,0,63,10,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,77,0,11,0,11,0,0,0,7,0,0,0,700,0,0,11,0,0,0,0,0,0,26,0,75,0,0,154,0,0,0,0,68,0,8,0,124,0,0,0,0,0,0,0,"Beechworth",3,0,0,11,0,77,18,0,0,0,0,0,0,3,3,0,0,3,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,117,0,0,115,0,0,0,74,0,0,0,626,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,144,81,0,24,0,0,0,0,5,0,0,0,61,162,0,22,0,9,0,"204031068",0,0,0,0,0,0,0,3,10,0,10,0,0,65,0,9,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,16
3,6,519,0,164,19,14,0,26,0,0,0,0,266,12,75,0,73,15,0,0,0,0,3,0,22,3,0,9,0,0,0,0,19,0,0,0,0,142,0,13,0,15,0,0,0,7,0,0,0,1049,0,0,48,0,0,0,0,0,0,21,0,202,0,3,142,0,0,0,0,86,3,21,3,121,3,0,0,0,0,0,0,"Towong",0,0,0,11,6,121,59,0,0,0,0,0,0,8,3,0,3,3,0,5,46,0,0,0,0,0,0,0,0,3,6,0,4,33,0,0,107,0,0,138,0,0,0,120,0,0,0,669,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,14,0,0,3,169,94,0,22,0,0,0,0,5,0,0,8,90,211,0,14,0,17,0,"204031072",0,0,0,0,0,0,11,3,16,3,13,0,3,67,0,3,0,5,0,0,0,0,145,0,0,0,0,0,0,0,4,32
0,5,1464,0,411,20,12,16,168,0,0,0,0,366,57,12,6,290,5,0,0,0,0,0,0,12,3,0,0,0,0,0,0,7,0,0,0,0,95,0,11,0,42,0,4,0,19,3,0,0,2306,3,0,11,3,0,0,0,0,0,31,0,57,0,0,387,0,3,0,0,145,5,10,0,367,0,0,0,0,0,0,0,"West Wodonga",4,0,0,7,3,392,13,3,0,0,0,0,0,4,26,0,6,11,0,3,42,0,0,0,0,3,8,0,0,0,0,3,0,108,0,0,347,0,0,239,0,0,0,482,0,0,0,1640,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,16,0,0,3,264,311,0,25,0,0,0,0,0,0,0,8,45,438,0,9,0,0,0,"204031073",0,0,3,0,0,0,7,11,27,0,3,3,0,239,0,12,0,3,0,3,0,0,524,0,0,0,0,0,0,0,0,9
4,13,4587,0,1234,74,45,41,525,0,0,0,3,1250,170,10,3,983,50,0,0,0,3,0,0,36,14,0,4,0,0,0,0,8,0,0,3,0,266,0,22,0,111,0,0,0,76,6,0,0,8100,8,0,24,0,0,0,0,0,0,83,0,121,0,3,1161,0,0,0,0,477,14,101,0,1120,4,3,0,3,0,6,0,"Wodonga",12,0,0,21,7,1457,32,8,0,0,0,5,3,9,85,0,16,24,0,3,97,4,0,0,0,15,15,9,0,3,0,0,0,314,0,0,1062,0,0,780,0,0,5,1711,0,0,0,5208,0,5,0,11,0,6,0,27,3,0,0,0,12,0,0,56,0,0,8,849,1085,0,97,0,0,18,0,3,0,0,25,214,1734,0,19,0,5,0,"204031074",0,3,0,0,0,0,4,34,82,3,21,3,16,820,0,37,0,11,0,3,0,0,1658,0,0,0,0,0,0,3,5,35
0,0,276,0,99,7,0,3,25,0,0,0,0,144,12,21,0,36,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,71,0,7,0,10,0,0,0,5,0,0,0,666,0,0,14,0,0,0,0,0,0,11,0,89,0,0,88,0,0,0,0,46,0,3,3,54,0,0,0,0,0,0,0,"Yackandandah",0,0,0,9,0,68,26,0,0,0,0,3,0,3,9,0,3,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,19,0,0,45,0,0,64,0,0,0,99,0,0,0,337,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,80,44,0,8,0,0,0,0,0,0,0,6,37,144,0,9,0,6,0,"204031075",0,0,0,0,0,0,0,5,5,0,7,0,0,42,0,0,0,5,0,3,0,0,122,0,0,0,0,0,0,0,4,18
0,5,762,0,207,0,7,13,85,0,0,0,0,178,35,12,0,173,19,0,0,0,4,3,0,11,8,0,3,0,15,0,0,3,0,0,3,0,62,0,13,0,42,0,0,0,12,0,0,0,1183,0,0,10,3,0,0,0,3,0,21,0,113,0,3,182,0,0,0,0,108,0,29,0,189,13,0,3,4,0,0,0,"Ormond - Glen Huntly",0,0,0,19,0,214,34,7,4,0,0,0,0,3,25,0,0,3,0,3,27,3,0,0,0,0,7,0,0,0,0,0,0,68,0,3,165,0,7,125,0,6,6,276,0,0,0,1003,0,0,3,9,16,0,8,9,0,15,0,0,0,0,0,33,0,0,3,157,241,0,14,0,4,0,38,3,0,0,18,81,209,0,9,5,3,0,"208021182",0,0,0,3,10,0,3,7,12,0,7,5,0,170,0,6,3,9,0,0,3,0,227,0,0,0,0,0,0,0,0,25
0,0,202,0,73,10,5,0,22,0,0,0,0,116,8,24,0,27,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,0,48,0,0,0,7,0,0,0,7,0,0,0,544,0,0,12,0,0,0,0,0,0,0,0,107,0,0,68,0,0,0,0,35,0,0,0,43,0,0,0,0,0,0,0,"Panton Hill - St Andrews",0,0,0,9,0,59,33,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,42,0,0,45,0,0,0,92,0,0,0,230,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,51,28,0,11,0,0,0,0,0,0,0,0,14,121,0,0,0,0,0,"209031212",0,0,0,0,0,0,3,0,3,0,0,4,0,25,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,32
0,27,362,0,119,7,7,9,37,4,0,0,5,86,4,6,6,83,15,0,0,0,6,0,0,0,3,0,0,0,17,0,0,0,0,0,5,0,28,0,7,0,8,0,0,0,11,0,0,0,703,0,0,6,0,3,0,0,5,0,10,0,100,0,5,84,0,0,0,0,44,3,11,0,97,6,7,0,0,0,0,0,"Brunswick West",0,0,0,36,0,89,16,0,0,0,0,0,0,7,15,0,3,3,0,6,19,0,0,0,0,0,4,0,0,0,0,0,0,28,0,4,70,0,0,76,0,0,0,188,0,0,0,509,0,6,8,11,4,3,0,5,0,3,0,0,0,0,0,21,0,0,0,86,123,0,7,0,0,0,10,6,0,0,7,51,156,0,4,3,4,0,"206011107",0,0,0,0,4,0,0,5,3,0,10,0,3,64,0,9,0,0,3,0,0,0,156,0,0,0,0,0,0,0,0,28
0,25,1015,4,298,22,6,14,95,3,0,0,3,316,11,5,6,228,26,0,0,0,5,0,0,6,13,0,0,0,11,0,0,0,0,0,6,0,100,0,15,0,38,0,0,0,19,3,0,0,2180,0,0,9,3,3,0,0,3,0,32,0,94,0,8,258,0,0,0,0,135,3,21,0,269,13,9,0,0,0,0,0,"Alphington - Fairfield",10,0,0,24,0,265,28,10,0,0,0,0,0,0,36,0,3,7,0,7,41,3,0,0,0,0,19,0,0,0,0,0,0,60,0,3,233,0,0,172,0,3,0,555,0,0,0,1255,0,4,0,13,17,0,15,3,3,14,0,0,0,0,0,55,0,0,4,197,295,0,13,0,0,3,44,0,0,0,20,80,474,0,9,5,0,3,"206021110",0,0,0,3,13,0,0,7,13,0,10,0,4,154,0,10,6,7,3,0,3,0,466,0,0,0,0,0,0,0,3,20
4,0,732,0,218,7,5,13,94,0,0,0,0,158,12,19,0,127,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,4,0,0,0,0,60,0,4,0,25,0,0,0,5,0,0,0,824,0,0,10,0,0,0,0,0,0,13,0,81,0,0,211,0,0,0,0,56,0,0,0,187,4,0,0,3,0,0,0,"Plenty - Yarrambat",0,0,0,11,0,138,28,0,3,0,0,0,0,4,7,0,0,3,0,0,22,3,0,0,0,3,3,0,0,3,0,0,0,42,0,0,176,0,3,109,0,0,0,118,0,0,0,810,0,0,0,3,0,0,0,11,0,6,0,0,0,0,0,4,0,0,0,119,148,0,0,0,3,5,4,0,0,0,10,13,189,0,4,0,5,0,"209031213",0,0,0,0,4,0,4,5,10,0,3,0,0,118,0,7,3,4,0,0,0,0,159,0,0,0,0,0,0,0,0,20
0,0,333,0,102,4,5,0,34,0,0,0,0,117,13,29,0,54,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,0,0,0,0,60,0,5,0,10,0,0,0,6,0,0,0,631,0,0,9,0,0,0,0,0,0,19,0,110,0,0,101,0,0,0,0,34,0,0,0,75,3,0,0,0,0,0,0,"Research - North Warrandyte",0,0,0,18,0,84,18,0,0,0,0,0,0,5,6,0,3,4,0,4,17,0,0,0,0,3,3,0,0,3,0,0,0,24,0,0,66,0,0,62,0,0,0,113,0,0,0,375,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,75,63,0,3,0,0,0,3,0,0,0,0,17,136,0,5,0,0,0,"209031214",0,0,0,0,0,0,0,3,6,0,3,0,0,45,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,35
0,103,1648,3,494,31,18,34,174,0,0,0,4,377,60,25,22,392,57,0,0,3,14,0,0,13,39,3,3,0,92,0,0,3,0,3,39,0,94,0,29,0,54,0,0,3,35,3,0,0,2916,0,0,19,8,15,0,0,23,0,47,0,244,0,11,395,0,0,0,0,204,6,47,0,483,27,9,3,3,0,0,0,"Northcote",9,0,0,65,0,418,52,16,5,0,0,3,0,6,53,0,3,9,0,3,62,5,0,0,0,3,20,8,9,0,0,0,8,138,0,13,377,0,6,248,3,36,0,808,0,0,0,2354,0,12,31,40,45,12,22,12,8,18,0,0,9,0,0,91,0,0,5,310,627,0,24,0,6,9,115,3,11,0,55,184,533,0,14,23,3,4,"206021111",0,0,0,9,22,0,9,20,27,3,24,0,3,372,0,19,12,16,3,3,6,0,658,0,0,0,0,0,0,0,5,51
31,1647,12837,88,12597,892,1042,1368,881,48,210,0,720,12091,323,88,479,3323,2628,13,0,396,710,69,5,294,4686,39,20,6,12301,45,68,12,428,221,710,323,2852,0,542,0,1042,3,7,49,1206,312,524,0,117059,21,0,356,732,2348,20,0,122,6,222,3,2083,0,3239,3096,0,32,3,3,5635,325,863,55,18058,2313,348,172,97,14,20,0,"Melbourne",257,8,0,744,8,10193,248,5166,245,0,3,66,16,48,1501,0,165,911,21,1722,1017,74,5,0,5,67,1397,451,757,41,26,66,72,3695,6,5976,3922,40,396,1372,102,5537,202,36082,3,55,21,74694,0,261,1979,426,13315,523,4451,311,246,2464,48,7,103,7,0,16553,3,4,66,6136,27808,29,739,44,241,145,35885,79,1494,340,2306,5343,22132,7,288,8725,58,39,"206041122",12,0,31,698,2205,3,94,381,821,218,961,321,163,8990,34,637,891,328,689,34,2963,221,33348,6,7,3,45,6,0,6,139,519
0,7,424,0,135,34,19,5,36,0,0,0,3,644,0,0,3,109,0,0,0,0,5,3,0,18,15,0,0,0,3,0,0,0,0,0,3,3,116,0,0,0,9,0,0,0,75,7,0,0,3361,0,0,15,0,0,0,0,0,0,12,0,6,0,23,115,0,0,0,0,274,4,3,0,135,13,0,0,0,0,0,0,"West Melbourne",4,0,0,3,0,139,3,15,6,0,0,0,0,0,36,0,10,0,0,12,10,0,0,0,0,0,10,0,0,0,3,0,3,22,0,16,105,0,0,51,0,0,0,685,0,0,0,529,0,0,0,0,19,0,3,5,0,6,0,0,0,0,0,71,0,0,0,67,140,0,51,0,0,4,60,0,0,3,4,9,936,0,0,11,0,0,"206041127",0,0,0,0,16,0,0,5,85,6,4,0,3,42,0,5,3,0,3,0,6,0,825,0,0,0,0,0,0,0,0,3
0,41,1093,3,266,25,20,27,124,4,0,0,4,327,14,36,5,323,36,0,0,3,21,0,0,4,39,0,3,0,55,0,0,8,0,0,10,4,116,0,18,0,31,0,0,0,25,6,0,0,2386,0,0,18,17,8,0,0,11,0,28,0,229,0,8,214,0,0,0,0,177,0,36,0,349,26,15,3,6,0,0,0,"Port Melbourne",5,0,0,49,0,278,51,16,3,0,0,7,0,0,52,0,3,24,0,7,43,3,0,0,0,8,26,3,0,0,0,0,5,83,0,6,267,0,7,132,5,15,9,666,0,3,0,1522,0,6,22,28,21,5,6,19,3,27,0,0,0,0,0,103,0,0,0,171,465,0,28,0,3,7,41,7,3,4,43,146,444,0,22,9,3,5,"206051130",0,0,0,17,25,0,3,10,31,4,26,0,3,225,0,4,17,8,3,3,0,0,544,0,0,0,0,0,0,0,3,52
0,8,1446,0,448,12,6,19,153,0,0,0,3,252,40,21,0,276,14,0,0,3,6,0,0,8,5,0,9,0,5,0,0,3,0,0,3,0,112,0,17,0,29,0,0,0,19,0,0,0,1600,3,0,17,3,0,0,0,7,0,52,0,121,0,7,408,0,0,0,0,109,3,38,0,307,5,3,0,3,0,0,0,"Ivanhoe",5,0,0,18,0,266,34,9,3,0,0,3,0,6,30,0,3,13,0,3,57,0,0,0,0,0,14,3,0,3,0,0,0,84,0,8,277,0,3,279,0,3,7,390,0,0,0,1745,0,0,0,16,22,0,14,12,3,16,0,3,0,0,0,31,0,0,3,324,339,0,12,0,3,0,61,0,0,0,21,90,291,0,17,3,0,0,"209011200",0,0,0,3,5,0,14,15,8,0,9,0,3,257,0,4,5,9,3,0,4,0,272,0,0,0,0,0,0,0,0,20
3,47,1363,7,457,16,26,26,114,0,0,0,0,350,24,5,13,258,25,0,0,3,11,0,0,4,21,3,8,0,41,0,0,0,0,0,17,0,82,0,19,0,24,0,0,0,17,9,6,0,2069,0,0,18,3,5,0,0,3,0,33,0,132,0,9,392,0,0,0,0,107,3,13,0,408,10,8,0,0,0,0,0,"Thornbury",3,0,0,48,0,241,26,15,0,0,0,5,0,0,32,0,3,12,0,5,44,0,0,0,0,3,12,11,3,0,3,0,3,100,0,3,329,0,3,236,3,12,0,496,0,0,0,1749,0,7,6,23,26,7,3,9,9,18,0,0,3,0,0,64,0,0,7,279,373,0,23,0,0,3,43,0,4,0,39,102,426,0,9,5,7,0,"206021112",0,0,0,3,5,0,7,15,17,8,29,3,8,182,0,15,3,5,0,0,4,0,447,3,0,0,0,0,0,0,0,31
8,407,2789,6,1291,65,83,96,174,4,23,0,62,881,38,16,117,641,250,0,0,38,64,5,0,31,188,6,6,0,768,3,6,8,18,28,159,51,299,0,78,0,103,0,0,3,77,22,33,3,7100,3,0,45,63,133,0,0,49,0,89,0,169,0,124,752,0,0,0,0,451,28,143,4,1446,242,43,10,14,0,0,0,"Carlton",19,0,0,42,0,771,23,197,32,0,0,6,0,16,118,0,11,49,4,68,155,3,0,0,3,8,77,24,62,8,0,3,12,316,0,179,708,3,12,418,15,326,18,2045,0,6,3,6166,0,72,120,44,312,34,109,33,18,158,8,3,8,0,0,681,0,0,16,728,1866,5,50,4,31,11,1001,11,102,49,168,648,1381,0,39,269,15,4,"206041117",3,0,0,64,225,0,16,52,68,16,121,23,8,673,7,59,46,19,54,0,114,23,1674,4,3,0,5,0,0,8,21,30
0,10,737,0,200,6,9,11,93,0,0,0,0,158,20,4,3,180,17,0,0,0,3,0,0,6,9,0,0,0,33,0,0,3,0,0,0,3,46,0,7,0,30,0,0,0,6,3,3,0,1074,0,0,13,3,4,0,0,3,0,18,0,107,0,0,170,0,0,0,0,86,0,26,0,191,10,4,0,0,0,0,0,"Ascot Vale",3,0,0,35,0,180,25,7,3,0,0,3,0,7,21,0,0,7,0,6,23,0,0,0,0,5,11,0,0,3,0,0,4,52,0,3,157,0,0,113,0,8,0,247,0,0,0,946,0,0,13,8,11,5,8,8,0,3,0,0,0,0,0,26,0,0,0,136,230,0,10,0,3,0,30,3,3,3,11,72,185,0,12,3,3,3,"206031113",0,0,0,3,10,0,3,7,10,0,6,0,0,164,0,5,3,3,0,0,0,0,241,0,0,0,0,0,0,0,0,21
3,9,2854,7,785,30,15,32,370,0,0,0,3,516,117,15,7,664,30,0,0,0,16,0,0,18,21,0,8,0,45,4,0,6,3,3,4,0,152,0,25,0,112,0,0,0,22,3,7,0,3353,0,0,28,10,3,0,0,4,0,77,0,207,0,10,707,0,0,0,0,231,4,58,0,665,20,7,0,0,0,0,0,"Essendon - Aberfeldie",10,0,0,30,5,677,72,15,11,0,0,3,0,4,30,0,5,12,0,8,101,0,0,0,0,10,26,11,3,4,0,0,0,205,0,5,595,0,12,432,0,17,5,787,0,0,0,3463,0,0,13,25,38,12,25,14,5,31,0,0,0,0,0,71,0,0,5,503,792,0,32,0,9,3,97,0,3,0,58,173,565,0,26,13,10,6,"206031114",0,0,0,10,19,0,9,24,17,4,16,0,3,609,4,21,10,22,3,3,14,0,624,0,0,0,0,0,0,0,3,57
0,3,820,0,236,3,12,7,94,0,0,0,0,203,30,15,0,159,9,0,0,0,3,0,0,7,4,0,0,0,0,0,0,7,0,0,0,0,68,0,5,0,18,0,0,0,13,0,0,0,1419,4,0,14,0,0,0,0,0,0,27,0,91,0,4,216,0,0,0,0,85,0,25,0,190,3,0,0,3,0,0,0,"Viewbank - Yallambie",0,0,0,31,0,258,20,0,3,0,0,3,0,4,14,0,3,7,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,166,0,3,153,0,0,0,334,0,0,0,968,0,3,0,3,3,4,3,14,0,8,0,0,0,0,0,15,0,0,3,160,188,0,16,0,3,0,4,3,0,0,11,57,264,0,0,0,3,0,"209011203",0,0,0,0,3,0,0,4,13,4,14,0,0,153,0,8,4,3,0,0,0,0,285,0,0,0,0,0,0,0,0,15
0,15,652,0,207,17,9,12,54,0,3,0,0,203,12,7,5,177,24,0,0,0,0,0,0,14,15,0,0,0,40,0,0,3,3,0,3,0,70,0,8,0,27,0,0,0,24,3,0,0,1348,0,0,11,0,8,0,0,3,0,15,0,87,0,7,154,0,0,0,0,113,0,26,0,185,10,8,0,7,0,0,0,"Flemington",8,0,0,20,0,183,16,6,4,0,0,0,0,0,27,0,0,7,0,3,24,3,0,0,0,0,8,0,7,0,0,0,0,58,0,14,149,0,3,97,0,13,0,341,0,0,0,923,0,3,11,18,25,0,14,8,0,4,0,0,3,0,0,43,0,0,0,126,259,0,12,0,4,0,61,0,6,0,4,73,264,0,9,10,0,5,"206031115",0,0,0,0,10,0,3,12,16,0,10,0,0,119,0,14,0,0,0,3,7,3,280,0,0,0,0,0,0,0,0,14
3,37,1012,0,334,21,18,18,69,0,0,0,4,310,15,4,5,259,37,0,0,0,0,0,0,10,26,0,0,0,16,3,0,0,0,0,20,0,90,0,19,0,20,0,0,0,24,3,8,0,2454,0,0,9,6,0,0,0,3,0,16,0,88,0,22,265,0,0,0,0,122,5,19,0,313,20,4,0,0,0,0,0,"Kensington (Vic.)",0,0,0,33,0,240,21,26,4,0,0,0,0,3,33,0,5,13,0,6,26,4,0,0,0,7,18,0,0,0,0,0,3,70,0,23,247,0,7,146,0,6,0,700,0,0,0,1427,0,3,3,22,80,5,18,7,3,32,0,0,5,0,0,100,0,0,3,192,419,0,18,0,5,3,172,0,0,0,10,96,488,0,5,32,0,3,"206041121",0,0,0,6,15,0,0,12,24,4,13,3,0,138,0,19,13,0,4,0,19,0,628,0,0,0,0,0,0,0,3,12
3,24,2772,4,837,21,25,39,314,0,3,0,7,401,94,17,4,636,41,0,0,7,26,3,0,9,47,0,11,0,106,0,4,0,5,6,10,7,115,0,35,0,75,0,0,3,43,3,10,0,3342,3,0,21,12,16,0,0,3,0,54,0,127,0,15,710,0,0,0,0,235,8,42,6,821,30,16,0,4,0,0,0,"Moonee Ponds",7,0,0,22,0,453,28,36,4,0,0,3,0,9,55,0,9,38,0,8,75,6,0,0,0,3,21,15,11,0,0,3,0,253,0,21,667,0,12,372,6,38,3,855,0,0,0,3611,0,5,24,17,54,10,45,19,9,41,0,0,3,0,0,136,0,0,3,478,857,0,19,0,4,0,173,3,9,8,83,178,695,0,29,37,3,3,"206031116",0,0,0,8,25,0,14,36,27,5,27,3,5,545,0,42,15,14,7,0,16,3,794,0,0,0,0,0,0,0,9,37
0,3,586,0,193,11,12,0,75,0,0,0,0,222,24,29,0,93,4,0,0,0,0,0,0,5,5,0,0,0,0,0,0,19,0,0,0,0,82,0,13,0,25,0,3,0,11,0,0,0,1083,0,0,29,0,0,0,0,0,0,15,0,147,0,4,171,0,0,0,0,76,5,3,0,147,5,0,0,0,0,0,0,"Bunyip - Garfield",3,0,0,20,3,179,40,0,0,0,0,0,0,5,8,0,0,0,0,3,23,5,0,0,3,3,3,0,0,0,0,0,0,40,0,0,137,0,0,103,0,0,0,173,0,0,0,690,0,0,0,7,0,0,0,5,0,0,0,0,3,3,0,11,0,0,0,114,101,0,15,0,0,3,4,0,0,0,0,42,233,0,10,0,3,0,"212011288",0,0,0,0,3,0,3,4,10,0,0,0,0,107,0,8,0,0,0,4,0,0,161,0,0,0,0,0,0,3,5,38
